102.143,0,1,1
106.815,0.1,193,1.11
108.927,0.2,387,1.25
110.911,0.3,582,1.43
113.535,0.4,769,1.67
175.231,0.5,961,2
179.455,0.55,1056,2.22
181.503,0.6,1152,2.5
183.423,0.65,1248,2.86
185.087,0.7,1347,3.33
187.263,0.75,1442,4
188.543,0.775,1488,4.44
189.951,0.8,1537,5
194.559,0.825,1584,5.71
250.367,0.85,1632,6.67
254.719,0.875,1680,8
256.255,0.8875,1706,8.89
257.151,0.9,1728,10
258.047,0.9125,1760,11.43
258.559,0.925,1777,13.33
259.967,0.9375,1800,16
260.479,0.94375,1813,17.78
261.247,0.95,1825,20
262.399,0.95625,1837,22.86
263.167,0.9625,1851,26.67
263.679,0.96875,1862,32
264.191,0.971875,1869,35.56
264.447,0.975,1874,40
264.959,0.978125,1880,45.71
265.471,0.98125,1886,53.33
266.495,0.984375,1890,64
266.751,0.985938,1893,71.11
267.263,0.9875,1898,80
267.519,0.989062,1899,91.43
268.031,0.990625,1902,106.67
268.799,0.992188,1906,128
269.055,0.992969,1908,142.22
269.055,0.99375,1908,160
269.567,0.994531,1910,182.86
269.823,0.995313,1911,213.33
272.895,0.996094,1913,256
273.151,0.996484,1914,284.44
273.151,0.996875,1914,320
273.407,0.997266,1915,365.71
273.663,0.997656,1916,426.67
274.431,0.998047,1917,512
274.431,0.998242,1917,568.89
274.431,0.998437,1917,640
274.687,0.998633,1918,731.43
274.687,0.998828,1918,853.33
275.199,0.999023,1919,1024
275.199,0.999121,1919,1137.78
275.199,0.999219,1919,1280
275.199,0.999316,1919,1462.86
275.199,0.999414,1919,1706.67
284.159,0.999512,1920,2048
